date_time,currency,Today Price,Forecasted Tomorrow Price,Price Score,Today Volume,Forecasted Tomorrow Volume,Volume Score,Today Market Cap,Forecasted Tomorrow Market Cap,Market Cap Score,Sentiment,Sentiment Score
2022-10-14 02:36:45,ETH_USD,1294.2710513882173,1292.9732886563995,0%,7512521119.536691,7421010483.050941,0%,156488571589.45505,156367553379.69583,0%,default,
2022-10-14 02:39:33,ETH_USD,1294.2710513882173,1292.9732886563995,0%,7512521119.536691,7421010483.050941,0%,156488571589.45505,156367553379.69583,0%,default,
2022-10-14 02:43:59,ETH_USD,1294.2710513882173,1292.9732886563995,0%,7512521119.536691,7421010483.050941,0%,156488571589.45505,156367553379.69583,0%,default,
2022-10-14 03:23:22,ETH_USD,1294.2710513882173,1292.9732886563995,0%,7512521119.536691,7421010483.050941,0%,156488571589.45505,156367553379.69583,0%,default,
2022-10-13 22:18:10,ETH_USD,1294.2710513882173,1292.9732886564,0%,7512521119.536691,7421010470.480251,0%,156488571589.45505,156367553379.69577,0%,default,
2022-10-13 22:20:59,ETH_USD,1294.2710513882173,1292.9732886564,0%,7512521119.536691,7421010470.480251,0%,156488571589.45505,156367553379.69577,0%,default,
2022-10-13 23:24:06,ETH_USD,1294.2710513882173,1292.9732886564,0%,7512521119.536691,7421010470.480251,0%,156488571589.45505,156367553379.69577,0%,default,
2022-10-14 00:24:05,ETH_USD,1294.2710513882173,1292.9732886564,0%,7512521119.536691,7421010470.480251,0%,156488571589.45505,156367553379.69577,0%,default,
2022-10-14 01:24:07,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 02:24:06,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 03:24:09,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 04:24:05,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 05:23:48,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 06:23:54,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 07:24:10,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 08:24:05,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 09:24:01,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 10:24:01,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 11:24:05,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 12:24:01,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 13:24:05,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 14:24:10,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 15:24:00,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 16:24:08,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 17:23:55,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 18:24:08,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 19:24:06,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 20:26:48,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 20:28:13,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
2022-10-14 21:29:41,ETH_USD,1288.1640147020812,1287.3851411542958,0%,15374968702.82496,11356494129.974926,0%,155703285133.85605,155637565833.3611,0%,default,
