date_time,currency,Today Price,Forecasted Tomorrow Price,Price Score,Today Volume,Forecasted Tomorrow Volume,Volume Score,Today Market Cap,Forecasted Tomorrow Market Cap,Market Cap Score
2022-10-14 12:24:00,BTC_USD,19383.9432200889,19367.042025837152,0%,37194496437.924,28541984793.86779,0%,371647189087.476,371376030545.9757,0%
2022-10-14 13:24:04,BTC_USD,19383.9432200889,19367.042025837152,0%,37194496437.924,28541984793.86779,0%,371647189087.476,371376030545.9757,0%
2022-10-14 14:24:09,BTC_USD,19383.9432200889,19367.042025837152,0%,37194496437.924,28541984793.86779,0%,371647189087.476,371376030545.9757,0%
2022-10-14 15:23:59,BTC_USD,19383.9432200889,19367.042025837152,0%,37194496437.924,28541984793.86779,0%,371647189087.476,371376030545.9757,0%
2022-10-14 16:24:08,BTC_USD,19383.9432200889,19367.042025837152,0%,37194496437.924,28541984793.86779,0%,371647189087.476,371376030545.9757,0%
2022-10-14 17:23:55,BTC_USD,19383.9432200889,19367.042025837152,0%,37194496437.924,28541984793.86779,0%,371647189087.476,371376030545.9757,0%
2022-10-14 18:24:08,BTC_USD,19383.9432200889,19367.042025837152,0%,37194496437.924,28541984793.86779,0%,371647189087.476,371376030545.9757,0%
2022-10-14 19:24:06,BTC_USD,19383.9432200889,19367.042025837152,0%,37194496437.924,28541984793.86779,0%,371647189087.476,371376030545.9757,0%
2022-10-14 20:26:46,BTC_USD,19383.9432200889,19367.042025837152,0%,37194496437.924,28541984793.86779,0%,371647189087.476,371376030545.9757,0%
2022-10-14 20:28:12,BTC_USD,19383.9432200889,19367.042025837152,0%,37194496437.924,28541984793.86779,0%,371647189087.476,371376030545.9757,0%
2022-10-14 21:29:41,BTC_USD,19383.9432200889,19367.042025837152,0%,37194496437.924,28541984793.86779,0%,371647189087.476,371376030545.9757,0%
2022-10-14 22:29:43,BTC_USD,19383.9432200889,19367.042025837152,0%,37194496437.924,28541984793.86779,0%,371647189087.476,371376030545.9757,0%
2022-10-16 18:45:03,BTC_USD,19072.780513358884,19084.508127930098,0.06%,13103099352.405506,21454789816.47603,63.74%,365870425566.53,366056541903.0396,0.05%
2022-10-16 18:50:44,BTC_USD,19072.780513358884,19084.508127930098,0.06%,13103099352.405506,21454789816.47603,63.74%,365870425566.53,366056541903.0396,0.05%
2022-10-16 18:54:51,BTC_USD,19072.780513358884,19084.508127930098,0.06%,13103099352.405506,21454789816.47603,63.74%,365870425566.53,366056541903.0396,0.05%
2022-10-16 18:57:45,BTC_USD,19072.780513358884,19084.508127930098,0.06%,13103099352.405506,21454789816.47603,63.74%,365870425566.53,366056541903.0396,0.05%
2022-10-17 12:10:43,BTC_USD,19156.966613327,19170.4342516587,0.07%,44219840003.89,34675576396.32708,0%,371731749298.26,373333314775.8633,0.43%
2022-10-17 12:11:31,BTC_USD,19156.966613327,19170.4342516587,0.07%,44219840003.89,34675576396.32708,0%,371731749298.26,373333314775.8633,0.43%
2022-10-19 20:15:32,BTC_USD,19348.02936881037,19350.360663772666,0.01%,25848175158.687187,24479773999.122856,0%,371196833238.99286,371231714923.81665,0.01%
2022-10-19 20:16:47,BTC_USD,19348.02936881037,19350.360663772666,0.01%,25848175158.687187,24479773999.122856,0%,371196833238.99286,371231714923.81665,0.01%
2022-10-19 21:17:55,BTC_USD,19348.02936881037,19350.360663772666,0.01%,25848175158.687187,24479773999.122856,0%,371196833238.99286,371231714923.81665,0.01%
2022-10-19 22:17:58,BTC_USD,19348.02936881037,19350.360663772666,0.01%,25848175158.687187,24479773999.122856,0%,371196833238.99286,371231714923.81665,0.01%
2022-10-19 23:17:56,BTC_USD,19348.02936881037,19350.360663772666,0.01%,25848175158.687187,24479773999.122856,0%,371196833238.99286,371231714923.81665,0.01%
2022-10-20 00:17:55,BTC_USD,19348.02936881037,19350.360663772666,0.01%,25848175158.687187,24479773999.122856,0%,371196833238.99286,371231714923.81665,0.01%
2022-10-20 01:17:54,BTC_USD,19134.242664465204,19152.109133918282,0.09%,23047051893.294765,23664333657.213226,2.68%,367085331987.69183,367394568155.24207,0.08%
2022-10-20 02:17:52,BTC_USD,19134.242664465204,19152.109133918282,0.09%,23047051893.294765,23664333657.213226,2.68%,367085331987.69183,367394568155.24207,0.08%
2022-10-20 03:17:51,BTC_USD,19134.242664465204,19152.109133918282,0.09%,23047051893.294765,23664333657.213226,2.68%,367085331987.69183,367394568155.24207,0.08%
2022-10-20 04:17:53,BTC_USD,19134.242664465204,19152.109133918282,0.09%,23047051893.294765,23664333657.213226,2.68%,367085331987.69183,367394568155.24207,0.08%
2022-10-20 05:17:51,BTC_USD,19134.242664465204,19152.109133918282,0.09%,23047051893.294765,23664333657.213226,2.68%,367085331987.69183,367394568155.24207,0.08%
2022-10-20 06:17:50,BTC_USD,19134.242664465204,19152.109133918282,0.09%,23047051893.294765,23664333657.213226,2.68%,367085331987.69183,367394568155.24207,0.08%
2022-10-20 07:17:53,BTC_USD,19134.242664465204,19152.109133918282,0.09%,23047051893.294765,23664333657.213226,2.68%,367085331987.69183,367394568155.24207,0.08%
2022-10-20 08:17:53,BTC_USD,19134.242664465204,19152.109133918282,0.09%,23047051893.294765,23664333657.213226,2.68%,367085331987.69183,367394568155.24207,0.08%
2022-10-20 09:17:53,BTC_USD,19134.242664465204,19152.109133918282,0.09%,23047051893.294765,23664333657.213226,2.68%,367085331987.69183,367394568155.24207,0.08%
2022-10-20 10:17:48,BTC_USD,19134.242664465204,19152.109133918282,0.09%,23047051893.294765,23664333657.213226,2.68%,367085331987.69183,367394568155.24207,0.08%
2022-10-20 11:17:49,BTC_USD,19134.242664465204,19152.109133918282,0.09%,23047051893.294765,23664333657.213226,2.68%,367085331987.69183,367394568155.24207,0.08%
2022-10-20 12:17:49,BTC_USD,19134.242664465204,19152.109133918282,0.09%,23047051893.294765,23664333657.213226,2.68%,367085331987.69183,367394568155.24207,0.08%
2022-10-20 13:17:49,BTC_USD,19134.242664465204,19152.109133918282,0.09%,23047051893.294765,23664333657.213226,2.68%,367085331987.69183,367394568155.24207,0.08%
2022-10-20 14:17:50,BTC_USD,19134.242664465204,19152.109133918282,0.09%,23047051893.294765,23664333657.213226,2.68%,367085331987.69183,367394568155.24207,0.08%
2022-10-20 15:17:50,BTC_USD,19134.242664465204,19152.109133918282,0.09%,23047051893.294765,23664333657.213226,2.68%,367085331987.69183,367394568155.24207,0.08%
2022-10-20 16:17:53,BTC_USD,19134.242664465204,19152.109133918282,0.09%,23047051893.294765,23664333657.213226,2.68%,367085331987.69183,367394568155.24207,0.08%
2022-10-20 17:17:51,BTC_USD,19134.242664465204,19152.109133918282,0.09%,23047051893.294765,23664333657.213226,2.68%,367085331987.69183,367394568155.24207,0.08%
2022-10-20 18:17:48,BTC_USD,19134.242664465204,19152.109133918282,0.09%,23047051893.294765,23664333657.213226,2.68%,367085331987.69183,367394568155.24207,0.08%
2022-10-20 19:17:51,BTC_USD,19134.242664465204,19152.109133918282,0.09%,23047051893.294765,23664333657.213226,2.68%,367085331987.69183,367394568155.24207,0.08%
2022-10-20 20:17:53,BTC_USD,19134.242664465204,19152.109133918282,0.09%,23047051893.294765,23664333657.213226,2.68%,367085331987.69183,367394568155.24207,0.08%
2022-10-27 20:59:04,BTC_USD,20774.247496426036,20756.054778615107,0%,50667020407.514145,39220308077.298164,0%,398674628646.93066,398314431086.13763,0%
2022-10-27 22:59:27,BTC_USD,20774.247496426036,20756.054778615107,0%,50667020407.514145,39220308077.298164,0%,398674628646.93066,398314431086.13763,0%
2022-10-27 23:59:26,BTC_USD,20774.247496426036,20756.054778615107,0%,50667020407.514145,39220308077.298164,0%,398674628646.93066,398314431086.13763,0%
2022-10-28 01:08:02,BTC_USD,20774.247496426036,20756.054778615107,0%,50667020407.514145,39220308077.298164,0%,398674628646.93066,398314431086.13763,0%
2022-10-27 20:06:32,BTC_USD,20774.247496426036,20756.054778615064,0%,50667020407.514145,39220307063.307,0%,398674628646.93066,398314431086.13763,0%
2022-10-27 20:07:54,BTC_USD,20774.247496426036,20756.054778615064,0%,50667020407.514145,39220307063.307,0%,398674628646.93066,398314431086.13763,0%
2022-10-27 21:09:15,BTC_USD,20774.247496426036,20756.054778615064,0%,50667020407.514145,39220307063.307,0%,398674628646.93066,398314431086.13763,0%
2022-10-27 22:09:18,BTC_USD,20774.247496426036,20756.054778615064,0%,50667020407.514145,39220307063.307,0%,398674628646.93066,398314431086.13763,0%
2022-10-27 23:09:26,BTC_USD,20774.247496426036,20756.054778615064,0%,50667020407.514145,39220307063.307,0%,398674628646.93066,398314431086.13763,0%
2022-10-28 00:09:21,BTC_USD,20774.247496426036,20756.054778615064,0%,50667020407.514145,39220307063.307,0%,398674628646.93066,398314431086.13763,0%
2022-10-28 01:09:36,BTC_USD,20278.36623205219,20309.80370943391,0.16%,41829789298.17936,36774079062.54932,0%,389238872375.6226,389861347823.0841,0.16%
2022-10-28 02:09:30,BTC_USD,20278.36623205219,20309.80370943391,0.16%,41829789298.17936,36774079062.54932,0%,389238872375.6226,389861347823.0841,0.16%
2022-10-28 03:09:34,BTC_USD,20278.36623205219,20309.80370943391,0.16%,41829789298.17936,36774079062.54932,0%,389238872375.6226,389861347823.0841,0.16%
2022-10-28 04:09:37,BTC_USD,20278.36623205219,20309.80370943391,0.16%,41829789298.17936,36774079062.54932,0%,389238872375.6226,389861347823.0841,0.16%
2022-10-28 05:09:31,BTC_USD,20278.36623205219,20309.80370943391,0.16%,41829789298.17936,36774079062.54932,0%,389238872375.6226,389861347823.0841,0.16%
2022-10-28 06:09:29,BTC_USD,20278.36623205219,20309.80370943391,0.16%,41829789298.17936,36774079062.54932,0%,389238872375.6226,389861347823.0841,0.16%
2022-10-28 07:09:31,BTC_USD,20278.36623205219,20309.80370943391,0.16%,41829789298.17936,36774079062.54932,0%,389238872375.6226,389861347823.0841,0.16%
2022-10-28 08:09:31,BTC_USD,20278.36623205219,20309.80370943391,0.16%,41829789298.17936,36774079062.54932,0%,389238872375.6226,389861347823.0841,0.16%
2022-10-28 09:09:31,BTC_USD,20278.36623205219,20309.80370943391,0.16%,41829789298.17936,36774079062.54932,0%,389238872375.6226,389861347823.0841,0.16%
2022-10-28 10:09:31,BTC_USD,20278.36623205219,20309.80370943391,0.16%,41829789298.17936,36774079062.54932,0%,389238872375.6226,389861347823.0841,0.16%
2022-10-28 11:09:34,BTC_USD,20278.36623205219,20309.80370943391,0.16%,41829789298.17936,36774079062.54932,0%,389238872375.6226,389861347823.0841,0.16%
2022-10-28 12:09:33,BTC_USD,20278.36623205219,20309.80370943391,0.16%,41829789298.17936,36774079062.54932,0%,389238872375.6226,389861347823.0841,0.16%
2022-10-28 13:09:31,BTC_USD,20278.36623205219,20309.80370943391,0.16%,41829789298.17936,36774079062.54932,0%,389238872375.6226,389861347823.0841,0.16%
2022-10-28 14:09:34,BTC_USD,20278.36623205219,20309.80370943391,0.16%,41829789298.17936,36774079062.54932,0%,389238872375.6226,389861347823.0841,0.16%
2022-10-28 15:09:34,BTC_USD,20278.36623205219,20309.80370943391,0.16%,41829789298.17936,36774079062.54932,0%,389238872375.6226,389861347823.0841,0.16%
2022-10-28 16:09:34,BTC_USD,20278.36623205219,20309.80370943391,0.16%,41829789298.17936,36774079062.54932,0%,389238872375.6226,389861347823.0841,0.16%
2022-10-28 17:09:33,BTC_USD,20278.36623205219,20309.80370943391,0.16%,41829789298.17936,36774079062.54932,0%,389238872375.6226,389861347823.0841,0.16%
2022-10-28 18:09:33,BTC_USD,20278.36623205219,20309.80370943391,0.16%,41829789298.17936,36774079062.54932,0%,389238872375.6226,389861347823.0841,0.16%
2022-10-28 19:09:34,BTC_USD,20278.36623205219,20309.80370943391,0.16%,41829789298.17936,36774079062.54932,0%,389238872375.6226,389861347823.0841,0.16%
2022-10-29 13:25:15,BTC_USD,20591.24120809861,20621.451231688872,0.15%,36165609164.5681,36722148313.76317,1.54%,395201306734.5831,395714450194.73914,0.13%
2022-10-29 13:29:36,BTC_USD,20591.24120809861,20621.451231688872,0.15%,36165609164.5681,36722148313.76317,1.54%,395201306734.5831,395714450194.73914,0.13%
2022-10-29 13:32:19,BTC_USD,20591.24120809861,20621.451231688872,0.15%,36165609164.5681,36722148313.76317,1.54%,395201306734.5831,395714450194.73914,0.13%
2022-10-29 13:37:41,BTC_USD,20591.24120809861,20621.451231688872,0.15%,36165609164.5681,36722148313.76317,1.54%,395201306734.5831,395714450194.73914,0.13%
2022-10-29 17:58:13,BTC_USD,20591.24120809861,20621.451231688872,0.15%,36165609164.5681,36722148313.76317,1.54%,395201306734.5831,395714450194.73914,0.13%
2022-10-29 19:47:47,BTC_USD,20591.24120809861,20621.451231688872,0.15%,36165609164.5681,36722148891.13541,1.54%,395201306734.5831,395714450194.73944,0.13%
2022-10-29 20:48:20,BTC_USD,20591.24120809861,20621.451231688872,0.15%,36165609164.5681,36722148891.13541,1.54%,395201306734.5831,395714450194.73944,0.13%
2022-10-29 21:48:22,BTC_USD,20591.24120809861,20621.451231688872,0.15%,36165609164.5681,36722148891.13541,1.54%,395201306734.5831,395714450194.73944,0.13%
2022-10-29 22:25:38,BTC_USD,20591.24120809861,20621.451231688872,0.15%,36165609164.5681,36722148891.13541,1.54%,395201306734.5831,395714450194.73944,0.13%
2022-10-29 22:25:53,BTC_USD,20591.24120809861,20621.451231688872,0.15%,36165609164.5681,36722148313.76317,1.54%,395201306734.5831,395714450194.73914,0.13%
2022-10-29 23:26:08,BTC_USD,20591.24120809861,20621.451231688872,0.15%,36165609164.5681,36722148891.13541,1.54%,395201306734.5831,395714450194.73944,0.13%
2022-10-29 23:26:32,BTC_USD,20591.24120809861,20621.451231688872,0.15%,36165609164.5681,36722148313.76317,1.54%,395201306734.5831,395714450194.73914,0.13%
2022-10-30 00:26:08,BTC_USD,20591.24120809861,20621.451231688872,0.15%,36165609164.5681,36722148891.13541,1.54%,395201306734.5831,395714450194.73944,0.13%
2022-10-30 00:26:32,BTC_USD,20591.24120809861,20621.451231688872,0.15%,36165609164.5681,36722148313.76317,1.54%,395201306734.5831,395714450194.73914,0.13%
2022-10-30 01:26:09,BTC_USD,20591.24120809861,20621.451231688872,0.15%,36165609164.5681,36722148891.13541,1.54%,395201306734.5831,395714450194.73944,0.13%
2022-10-30 02:26:12,BTC_USD,20591.24120809861,20621.451231688872,0.15%,36165609164.5681,36722148891.13541,1.54%,395201306734.5831,395714450194.73944,0.13%
2022-10-30 02:58:09,BTC_USD,20591.24120809861,20621.451231688872,0.15%,36165609164.5681,36722148891.13541,1.54%,395201306734.5831,395714450194.73944,0.13%
2022-10-30 03:28:00,BTC_USD,20591.24120809861,20621.451231688872,0.15%,36165609164.5681,36722148313.76317,1.54%,395201306734.5831,395714450194.73914,0.13%
2022-10-30 20:53:01,BTC_USD,20800.70708772471,20814.226382782428,0.06%,32806216910.570457,36192728812.56734,10.32%,399135164712.3964,399327295938.15686,0.05%
2022-10-30 22:53:37,BTC_USD,20800.70708772471,20814.226382782428,0.06%,32806216910.570457,36192728812.56734,10.32%,399135164712.3964,399327295938.15686,0.05%
2022-10-30 23:53:23,BTC_USD,20800.70708772471,20814.226382782428,0.06%,32806216910.570457,36192728812.56734,10.32%,399135164712.3964,399327295938.15686,0.05%
2022-10-31 00:30:06,BTC_USD,20800.70708772471,20814.226382782428,0.06%,32806216910.570457,36192728812.56734,10.32%,399135164712.3964,399327295938.15686,0.05%
2022-10-31 00:41:43,BTC_USD,20800.70708772471,20814.226382782428,0.06%,32806216910.570457,36192728812.56734,10.32%,399135164712.3964,399327295938.15686,0.05%
2022-11-01 15:32:55,BTC_USD,20494.60120983709,20503.76192833243,0.04%,37290619694.72375,36951852507.227936,0%,393311097043.5727,393407967717.5314,0.02%
2022-11-01 19:01:04,BTC_USD,20494.60120983709,20503.761928332424,0.04%,37290619694.72375,36951854041.914215,0%,393311097043.5727,393407967717.5315,0.02%
2022-11-01 19:31:33,BTC_USD,20494.60120983709,20503.76192833243,0.04%,37290619694.72375,36951852507.227936,0%,393311097043.5727,393407967717.5314,0.02%
2022-11-01 19:57:57,BTC_USD,20494.60120983709,20503.76192833243,0.04%,37290619694.72375,36951852507.227936,0%,393311097043.5727,393407967717.5314,0.02%
2022-11-01 20:00:18,BTC_USD,20494.60120983709,20503.76192833243,0.04%,37290619694.72375,36951852507.227936,0%,393311097043.5727,393407967717.5314,0.02%
2022-11-01 20:05:42,BTC_USD,20494.60120983709,20503.76192833243,0.04%,37290619694.72375,36951852507.227936,0%,393311097043.5727,393407967717.5314,0.02%
2022-11-01 20:24:03,BTC_USD,20494.60120983709,20503.76192833243,0.04%,37290619694.72375,36951852507.227936,0%,393311097043.5727,393407967717.5314,0.02%
2022-11-01 20:29:41,BTC_USD,20494.60120983709,20503.76192833243,0.04%,37290619694.72375,36951852507.227936,0%,393311097043.5727,393407967717.5314,0.02%
2022-11-01 22:18:48,BTC_USD,20494.60120983709,20503.76192833243,0.04%,37290619694.72375,36951852507.227936,0%,393311097043.5727,393407967717.5314,0.02%
2022-11-01 23:09:50,BTC_USD,20494.60120983709,20503.76192833243,0.04%,37290619694.72375,36951852507.227936,0%,393311097043.5727,393407967717.5314,0.02%
2022-11-01 23:13:41,BTC_USD,20494.60120983709,20503.76192833243,0.04%,37290619694.72375,36951852507.227936,0%,393311097043.5727,393407967717.5314,0.02%
2022-11-02 00:14:27,BTC_USD,20494.60120983709,20503.76192833243,0.04%,37290619694.72375,36951852507.227936,0%,393311097043.5727,393407967717.5314,0.02%
2022-11-03 12:44:48,BTC_USD,20162.980904822525,20167.226268479626,0.02%,44539856162.44828,38324125012.52374,0%,387015867490.0914,387099488113.74915,0.02%
2022-11-03 13:45:21,BTC_USD,20162.980904822525,20167.226268479626,0.02%,44539856162.44828,38324125012.52374,0%,387015867490.0914,387099488113.74915,0.02%
2022-11-03 19:45:51,BTC_USD,20162.980904822525,20167.226268479615,0.02%,44539856162.44828,38324125238.87085,0%,387015867490.0914,387099488113.749,0.02%
2022-11-03 19:46:57,BTC_USD,20162.980904822525,20167.226268479615,0.02%,44539856162.44828,38324125238.87085,0%,387015867490.0914,387099488113.749,0.02%
2022-11-03 20:48:05,BTC_USD,20162.980904822525,20167.226268479615,0.02%,44539856162.44828,38324125238.87085,0%,387015867490.0914,387099488113.749,0.02%
2022-11-03 21:48:01,BTC_USD,20162.980904822525,20167.226268479615,0.02%,44539856162.44828,38324125238.87085,0%,387015867490.0914,387099488113.749,0.02%
2022-11-03 22:48:00,BTC_USD,20162.980904822525,20167.226268479615,0.02%,44539856162.44828,38324125238.87085,0%,387015867490.0914,387099488113.749,0.02%
2022-11-03 23:48:00,BTC_USD,20162.980904822525,20167.226268479615,0.02%,44539856162.44828,38324125238.87085,0%,387015867490.0914,387099488113.749,0.02%
2022-11-04 00:47:57,BTC_USD,20210.91241711132,20204.147792267635,0%,36562782563.97917,36272141923.001854,0%,387756249891.6283,387651156213.753,0%
2022-11-04 01:47:59,BTC_USD,20210.91241711132,20204.147792267635,0%,36562782563.97917,36272141923.001854,0%,387756249891.6283,387651156213.753,0%
2022-11-04 02:47:59,BTC_USD,20210.91241711132,20204.147792267635,0%,36562782563.97917,36272141923.001854,0%,387756249891.6283,387651156213.753,0%
2022-11-04 03:47:57,BTC_USD,20210.91241711132,20204.147792267635,0%,36562782563.97917,36272141923.001854,0%,387756249891.6283,387651156213.753,0%
2022-11-04 04:47:58,BTC_USD,20210.91241711132,20204.147792267635,0%,36562782563.97917,36272141923.001854,0%,387756249891.6283,387651156213.753,0%
2022-11-04 05:47:59,BTC_USD,20210.91241711132,20204.147792267635,0%,36562782563.97917,36272141923.001854,0%,387756249891.6283,387651156213.753,0%
2022-11-04 06:47:59,BTC_USD,20210.91241711132,20204.147792267635,0%,36562782563.97917,36272141923.001854,0%,387756249891.6283,387651156213.753,0%
2022-11-04 07:47:58,BTC_USD,20210.91241711132,20204.147792267635,0%,36562782563.97917,36272141923.001854,0%,387756249891.6283,387651156213.753,0%
2022-11-04 08:47:59,BTC_USD,20210.91241711132,20204.147792267635,0%,36562782563.97917,36272141923.001854,0%,387756249891.6283,387651156213.753,0%
2022-11-04 09:47:59,BTC_USD,20210.91241711132,20204.147792267635,0%,36562782563.97917,36272141923.001854,0%,387756249891.6283,387651156213.753,0%
2022-11-04 10:48:01,BTC_USD,20210.91241711132,20204.147792267635,0%,36562782563.97917,36272141923.001854,0%,387756249891.6283,387651156213.753,0%
2022-11-04 11:47:58,BTC_USD,20210.91241711132,20204.147792267635,0%,36562782563.97917,36272141923.001854,0%,387756249891.6283,387651156213.753,0%
2022-11-04 12:47:58,BTC_USD,20210.91241711132,20204.147792267635,0%,36562782563.97917,36272141923.001854,0%,387756249891.6283,387651156213.753,0%
2022-11-04 13:48:01,BTC_USD,20210.91241711132,20204.147792267635,0%,36562782563.97917,36272141923.001854,0%,387756249891.6283,387651156213.753,0%
2022-11-04 14:47:58,BTC_USD,20210.91241711132,20204.147792267635,0%,36562782563.97917,36272141923.001854,0%,387756249891.6283,387651156213.753,0%
2022-11-04 15:48:01,BTC_USD,20210.91241711132,20204.147792267635,0%,36562782563.97917,36272141923.001854,0%,387756249891.6283,387651156213.753,0%
2022-11-04 16:47:58,BTC_USD,20210.91241711132,20204.147792267635,0%,36562782563.97917,36272141923.001854,0%,387756249891.6283,387651156213.753,0%
2022-11-04 17:48:00,BTC_USD,20210.91241711132,20204.147792267635,0%,36562782563.97917,36272141923.001854,0%,387756249891.6283,387651156213.753,0%
2022-11-04 18:48:02,BTC_USD,20210.91241711132,20204.147792267635,0%,36562782563.97917,36272141923.001854,0%,387756249891.6283,387651156213.753,0%
2022-11-04 19:47:59,BTC_USD,20210.91241711132,20204.147792267635,0%,36562782563.97917,36272141923.001854,0%,387756249891.6283,387651156213.753,0%
2022-11-06 22:00:44,BTC_USD,21282.98510942269,21266.253097040717,0%,326784097744.5603,253370609069.68173,0%,408892506459.0742,408614124693.2186,0%
2022-11-06 23:01:12,BTC_USD,21282.98510942269,21266.253097040717,0%,326784097744.5603,253370609069.68173,0%,408892506459.0742,408614124693.2186,0%
2022-11-06 23:51:55,BTC_USD,21282.98510942269,21266.253097040717,0%,326784097744.5603,253370609069.68173,0%,408892506459.0742,408614124693.2186,0%
