id,date_time,currency,price_today,price_tomorrow,price_score,price_exceeded,volume_today,volume_tomorrow,volume_score,volume_exceeded,market_cap_today,market_cap_tomorrow,market_cap_score,market_cap_exceeded
6348520058e703b62a430bd8,2022-10-13 23:29:28,BNB_USD,270.9230856875024,271.29227013366915,0.13626909837893222,False,411506006.6892125,447261572.3794377,8.688953528989279,True,44244724963.92678,44300061189.55568,0.12506852664134507,True
63485235b6a86637e98ab2dd,2022-10-13 23:30:21,BNB_USD,270.9230856875024,271.29227013366915,0.13626909837893222,False,411506006.6892125,447261572.3794377,8.688953528989279,True,44244724963.92678,44300061189.55568,0.12506852664134507,True
634853ec44b143186dde6dba,2022-10-13 23:37:40,BNB_USD,270.9230856875024,271.29227013366915,0.13626909837893222,False,411506006.6892125,447261572.3794377,8.688953528989279,True,44244724963.92678,44300061189.55568,0.12506852664134507,True
6348571e6b2de1f742e3651b,2022-10-13 23:51:18,BNB_USD,270.9230856875024,271.29227013366915,0.13626909837893222,False,411506006.6892125,447261572.3794377,8.688953528989279,True,44244724963.92678,44300061189.55568,0.12506852664134507,True
63485c83cd3a26873d6e71ea,2022-10-14 00:14:19,BNB_USD,270.9230856875024,271.29227013366915,0.13626909837893222,False,411506006.6892125,447261572.3794377,8.688953528989279,True,44244724963.92678,44300061189.55568,0.12506852664134507,True
63486060f2a7135161f2188a,2022-10-14 00:30:48,BNB_USD,270.9230856875024,271.29227013366915,0.13626909837893222,False,411506006.6892125,447261572.3794377,8.688953528989279,True,44244724963.92678,44300061189.55568,0.12506852664134507,True
6348646d7e1f37f5344549c4,2022-10-14 00:48:05,BNB_USD,270.9230856875024,271.29227013366915,0.13626909837893222,False,411506006.6892125,447261572.3794377,8.688953528989279,True,44244724963.92678,44300061189.55568,0.12506852664134507,True
63486732ff6344bb1e56c3e8,2022-10-14 00:59:54,BNB_USD,270.9230856875024,271.29227013366915,0.13626909837893222,False,411506006.6892125,447261572.3794377,8.688953528989279,True,44244724963.92678,44300061189.55568,0.12506852664134507,True
63486b642ac6a0aa43257a7a,2022-10-14 01:17:48,BNB_USD,270.9230856875024,271.29227013366915,0.13626909837893222,False,411506006.6892125,447261572.3794377,8.688953528989279,True,44244724963.92678,44300061189.55568,0.12506852664134507,True
63486c78b1a507354ab37fe3,2022-10-14 01:22:24,BNB_USD,270.9230856875024,271.29227013366915,0.13626909837893222,False,411506006.6892125,447261572.3794377,8.688953528989279,True,44244724963.92678,44300061189.55568,0.12506852664134507,True
63486d49568824514d4c5550,2022-10-14 01:25:53,BNB_USD,270.9230856875024,271.29227013366915,0.13626909837893222,False,411506006.6892125,447261572.3794377,8.688953528989279,True,44244724963.92678,44300061189.55568,0.12506852664134507,True
63486eb40b0bae4aeb945e48,2022-10-14 01:31:56,BNB_USD,270.9230856875024,271.29227013366915,0.13626909837893222,False,411506006.6892125,447261572.3794377,8.688953528989279,True,44244724963.92678,44300061189.55568,0.12506852664134507,True
63486f5b409751437c25a806,2022-10-14 01:34:43,BNB_USD,270.9230856875024,271.29227013366915,0.13626909837893222,False,411506006.6892125,447261572.3794377,8.688953528989279,True,44244724963.92678,44300061189.55568,0.12506852664134507,True
634873cc5d9548bc12858cfd,2022-10-14 01:53:40,BNB_USD,270.9230856875024,271.29227013366915,0.13626909837893222,False,411506006.6892125,447261572.3794377,8.688953528989279,True,44244724963.92678,44300061189.55568,0.12506852664134507,True
63487587052a3b179c9c86b9,2022-10-14 02:01:03,BNB_USD,270.9230856875024,271.29227013366915,0.13626909837893222,False,411506006.6892125,447261572.3794377,8.688953528989279,True,44244724963.92678,44300061189.55568,0.12506852664134507,True
634877e249e872597449a965,2022-10-14 02:11:06,BNB_USD,270.9230856875024,271.29227013366915,0.13626909837893222,False,411506006.6892125,447261572.3794377,8.688953528989279,True,44244724963.92678,44300061189.55568,0.12506852664134507,True
63487de6921af77dc33e2f77,2022-10-14 02:36:46,BNB_USD,270.9230856875024,271.29227013366915,0.13626909837893222,False,411506006.6892125,447261572.3794377,8.688953528989279,True,44244724963.92678,44300061189.55568,0.12506852664134507,True
63487e8ec0533dc6291c5134,2022-10-14 02:39:34,BNB_USD,270.9230856875024,271.29227013366915,0.13626909837893222,False,411506006.6892125,447261572.3794377,8.688953528989279,True,44244724963.92678,44300061189.55568,0.12506852664134507,True
63487f9868e58feea007e73b,2022-10-14 02:44:00,BNB_USD,270.9230856875024,271.29227013366915,0.13626909837893222,False,411506006.6892125,447261572.3794377,8.688953528989279,True,44244724963.92678,44300061189.55568,0.12506852664134507,True
634888d3c2ba5e02df859cb6,2022-10-14 03:23:23,BNB_USD,270.9230856875024,271.29227013366915,0.13626909837893222,False,411506006.6892125,447261572.3794377,8.688953528989279,True,44244724963.92678,44300061189.55568,0.12506852664134507,True
63488ea3c9d8daf8a0c4db5a,2022-10-13 22:18:11,BNB_USD,270.9230856875024,271.2922701336686,0.13626909837872242,False,411506006.6892125,447261574.23587614,8.68895398012205,True,44244724963.92678,44300061189.55571,0.12506852664141405,True
63488f4cc625856aae381af9,2022-10-13 22:21:00,BNB_USD,270.9230856875024,271.2922701336686,0.13626909837872242,False,411506006.6892125,447261574.23587614,8.68895398012205,True,44244724963.92678,44300061189.55571,0.12506852664141405,True
63489e17c625856aae381b01,2022-10-13 23:24:07,BNB_USD,270.9230856875024,271.2922701336686,0.13626909837872242,False,411506006.6892125,447261574.23587614,8.68895398012205,True,44244724963.92678,44300061189.55571,0.12506852664141405,True
